Court,Date,Crim Total New,Crim Reactive,Crim Uncontest Dispo,Dismissed by Pro PreCourtTrial,Total Dispo PreCourtTrial,Guilty Plea or Nolo Contend,Guilty by Court,Guilty by Jury,Court Aquittals,Jury Aquittals,Dismissed by Pro AtCourtTrial,Total Dispo AtCourtTrial,Compliance Dismissals,Crim Total Disposed,Crim NonPark Active,Crim NonPark Inactive,Crim NonPark Total,Crim Park Active,Crim Park Inactive,Crim Park Total,Crim County Ord TM Active,Crim County Ord TM Inactive,Crim County Ord TM Total,Crim Penal Code Active,Crim Penal Code Inactive,Crim Penal Code Total,Crim OSL Active,Crim OSL Inactive,Crim OSL Total,Crim Count Ord NT Active,Crim Count Ord NT Inactive,Crim Count Ord NT Total,Crim Total Docket,Crim Active Cases,Crim Inactive Cases,Crim Appeal AfterTrial ,Crim Appeal NoTrial,Civil Total New,Civil Active Cases,Civil Inactive Cases,Civil Total Disposed,Civil Total Docket,Crim Made Inactive,EV on Docket,SC on Docket,DC on Docket,DC Agreed J,EV Agreed J,SC Agreed J,Total Agreed J,DC TrialHearing,EV TrialHearing,SC TrialHearing,Total Trial Hearing,DC Jury Trial,EV Jury Trial,SC Jury Trial,Total Jury Trial,DC DiWOP,EV DiWOP,SC DiWOP,Total DiWOP,DC NSDP,EV NSDP,SC NSDP,Total NSDP,DC Other Disp,EV Other Disp,SC Other Disp,Total Other Disp,DC Total New,EV Total New,SC Total New,DC DJ,DC Disposed,EV DJ,EV Disposed,SC DJ,SC Disposed,Total DJ,Class AB Warrants,Search Warrants,Felony Warrants,Class C Warrants,Jail Credit Cases,Total Fines
Precinct 1 Place 2,1/2020,"1,005",180,192,6,198,57,32,1,0,0,480,570,230,"1,144","38,840","10,833","39,953","1,104",100,"1,126",0,0,0,631,"1,241",674,309,56,316,34,2,34,"42,103","40,918","12,232",0,0,"1,108","14,864",13,"1,007","15,871",776,"1,081","4,830","9,960",43,0,3,46,10,47,30,87,0,1,0,1,1,23,4,28,173,96,20,289,104,3,19,126,552,424,132,279,610,124,294,27,103,430,0,0,0,775,150,"$204,161"
Precinct 1 Place 2,1/2020,"1,190",249,192,7,199,57,59,3,0,0,416,535,260,"1,129","38,118","11,398","39,476","1,105",102,"1,128",0,0,0,607,"1,264",653,302,56,314,34,2,34,"41,605","40,166","12,822",0,0,855,"14,609",13,"1,124","15,733",872,"1,113","4,848","9,772",36,0,4,40,5,55,17,77,0,0,1,1,0,14,0,14,240,92,30,362,3,31,6,40,420,326,109,428,712,141,333,21,79,590,0,0,0,871,149,"$213,346"
Precinct 1 Place 2,1/2020,948,183,156,17,173,56,16,0,0,0,179,251,246,765,"37,618","11,957","38,656","1,104",111,"1,114",0,0,0,554,"1,307",617,304,59,324,33,2,33,"40,744","39,613","13,436",0,0,"1,069","14,752",14,933,"15,686","1,145","1,016","4,864","9,806",37,1,8,46,3,29,29,61,0,0,0,0,0,34,0,34,187,106,34,327,6,11,5,22,746,236,87,335,568,83,264,25,101,443,0,0,0,"1,145",108,"$157,349"
Precinct 1 Place 2,1/2020,156,114,70,3,73,0,0,0,0,0,0,0,138,270,"36,803","12,921","37,041","1,100",115,"1,105",0,0,0,586,"1,298",605,312,61,320,33,2,33,"39,104","38,834","14,397",0,0,201,"14,620",14,318,"14,938",0,758,"4,802","9,378",7,0,1,8,0,0,6,6,0,0,0,0,0,0,0,0,163,20,19,202,3,0,1,4,141,25,35,98,271,0,20,0,27,98,0,0,0,0,60,"$40,623"
Precinct 1 Place 2,1/2020,434,157,79,3,82,0,0,0,0,0,0,0,257,487,"36,674","12,823","37,227","1,105",114,"1,112",0,0,0,598,"1,292",625,313,60,317,33,2,33,"39,314","38,723","14,291",0,0,478,"14,734",14,371,"15,105",0,832,"4,834","9,439",0,0,1,1,0,0,16,16,0,0,0,0,0,0,0,0,251,77,10,338,0,1,0,1,331,96,51,15,266,0,78,0,27,15,0,0,0,0,119,"$60,537"
Precinct 1 Place 2,1/2020,339,92,133,6,139,28,14,0,0,0,68,110,115,413,"36,739","12,683","37,109","1,101",113,"1,106",0,0,0,610,"1,276",644,313,60,335,33,2,33,"39,227","38,796","14,134",0,0,580,"13,832",14,"1,193","15,025",0,626,"4,863","9,536",79,0,3,82,0,39,11,50,0,0,0,0,0,19,0,19,263,91,28,382,6,3,2,11,363,162,55,545,893,91,243,13,57,649,0,0,0,0,60,"$96,543"
Precinct 1 Place 2,1/2020,280,78,177,7,184,99,13,0,0,0,192,304,119,658,"36,570","12,594","36,882","1,103",113,"1,107",0,0,0,619,"1,273",634,333,60,359,33,2,34,"39,016","38,658","14,042",0,0,543,"13,753",14,610,"14,363",0,504,"4,891","8,968",22,1,2,25,6,11,11,28,0,0,0,0,1,6,0,7,110,39,22,171,1,2,1,4,326,136,81,346,486,19,78,10,46,375,0,0,0,0,50,"$111,654"
Precinct 1 Place 2,1/2020,402,115,123,9,132,51,8,0,0,0,97,156,61,435,"36,211","12,522","36,649","1,094",112,"1,103",0,0,0,618,"1,269",668,338,59,358,34,2,34,"38,812","38,295","13,964",0,0,426,"13,582",14,533,"14,115",13,556,"4,853","8,706",36,0,10,46,34,15,17,66,0,0,0,0,0,3,1,4,78,51,29,158,0,1,4,5,223,134,69,210,358,23,93,21,82,254,0,0,0,13,83,"$58,945"
Precinct 1 Place 2,1/2020,349,102,86,4,90,45,4,0,0,0,69,118,100,372,"36,210","12,461","36,630","1,095",110,"1,101",0,0,0,636,"1,241",657,341,60,345,33,2,33,"38,766","38,315","13,874",0,0,521,"13,097",14,885,"13,982","1,476",587,"4,741","8,654",24,3,7,34,6,44,13,63,0,0,0,0,2,9,278,289,138,78,23,239,3,5,3,11,310,126,85,162,335,68,207,19,343,249,0,0,0,"1,476",65,"$89,339"
Precinct 1 Place 2,1/2020,311,122,71,24,95,74,12,0,0,0,104,190,163,533,"34,835","13,800","35,242","1,079",121,"1,089",0,0,0,622,"1,257",637,332,65,333,33,2,33,"37,334","36,901","15,245",0,0,610,"13,202",14,472,"13,674",698,527,"4,477","8,670",27,0,2,29,13,10,26,49,0,0,0,0,2,4,0,6,209,30,33,272,1,2,7,10,353,147,110,73,325,30,76,3,71,106,0,0,0,699,82,"$88,671"
Precinct 1 Place 2,1/2020,404,132,57,8,65,54,2,0,0,0,117,173,127,478,"34,069","14,362","34,583","1,073",128,"1,084",0,0,0,617,"1,251",623,323,68,328,35,2,35,"36,653","36,117","15,811",0,0,603,"13,535",14,283,"13,818",693,606,"4,494","8,718",17,0,4,21,12,16,20,48,0,0,0,0,0,1,0,1,69,16,23,108,0,1,1,2,373,155,75,77,175,22,56,4,52,103,0,0,0,693,111,"$82,295"
Precinct 1 Place 2,1/2020,384,162,65,6,71,23,6,0,0,0,69,98,97,386,"33,518","14,902","34,035","1,049",130,"1,055",0,0,0,597,"1,252",615,291,77,296,35,2,35,"36,036","35,490","16,363",0,0,776,"13,826",14,489,"14,315",382,800,"4,531","8,984",23,0,14,37,13,12,17,42,0,0,0,0,1,4,0,5,127,40,37,204,3,0,3,6,440,250,86,159,326,25,81,11,82,195,0,0,0,383,119,"$94,974"
Precinct 1 Place 2,1/2021,381,238,62,4,66,6,7,0,0,0,70,83,42,312,"33,334","15,108","33,907","1,035",141,"1,043",0,0,0,586,"1,251",622,286,78,288,29,3,29,"35,889","35,270","16,581",0,0,644,"13,979",14,497,"14,476",86,919,"4,532","9,025",12,1,10,23,7,7,18,32,0,0,0,0,0,20,1,21,29,72,22,123,3,1,17,21,364,200,80,246,297,10,111,21,89,277,0,0,0,86,123,"$86,391"
Precinct 1 Place 2,1/2021,404,160,82,5,87,1,11,0,0,0,89,101,82,359,"33,569","14,935","34,099","1,039",139,"1,044",0,0,0,559,"1,272",581,283,80,290,29,3,29,"36,043","35,479","16,429",0,0,552,"13,533",14,"1,008","14,541",334,949,"4,531","9,061",7,0,8,15,14,55,56,125,0,0,0,0,0,66,16,82,343,52,53,448,0,25,7,32,338,141,73,186,550,98,296,22,162,306,0,0,0,334,90,"$75,129"
Precinct 1 Place 2,1/2021,677,293,161,7,168,35,12,0,0,0,611,658,69,"1,040","33,430","15,123","34,329","1,033",139,"1,050",0,0,0,570,"1,258",619,285,80,289,27,3,28,"36,315","35,345","16,603",0,0,840,"13,441",14,927,"14,368",931,902,"4,436","9,030",47,1,4,52,3,18,11,32,0,0,0,0,0,35,1,36,169,100,49,318,2,15,4,21,519,250,71,369,590,78,247,21,90,468,0,0,0,929,139,"$155,630"
Precinct 1 Place 2,1/2021,723,262,123,5,128,51,7,0,0,0,251,309,70,666,"32,835","15,762","33,782",651,151,664,0,0,0,577,"1,230",594,265,90,273,24,2,24,"35,337","34,352","17,235",0,0,813,"13,420",14,837,"14,257",281,815,"4,460","8,982",17,0,4,21,11,20,22,53,0,0,0,0,0,21,142,163,159,59,34,252,1,6,3,10,543,161,109,262,450,45,151,31,236,338,0,0,0,281,165,"$130,397"
Precinct 1 Place 2,1/2021,521,252,115,258,373,34,14,0,0,0,624,672,72,"1,304","32,902","15,786","33,644",637,149,642,0,0,0,559,"1,230",574,268,87,279,23,2,23,"35,162","34,389","17,254",0,0,757,"13,315",14,859,"14,174",301,832,"4,405","8,937",22,0,3,25,3,49,13,65,0,0,0,0,114,18,42,174,127,112,30,269,3,14,4,21,407,168,182,172,441,119,312,14,106,305,0,0,0,301,192,"$111,472"
Precinct 1 Place 2,1/2021,433,241,100,164,264,24,18,0,0,0,"1,584","1,626",78,"2,156","32,112","15,848","32,756",624,148,634,0,0,0,543,"1,221",556,260,84,267,20,2,20,"34,233","33,559","17,303",0,0,682,"13,133",14,862,"13,995",917,688,"4,473","8,834",17,1,11,29,9,28,33,70,0,0,0,0,129,11,34,174,157,76,27,260,7,12,3,22,343,166,173,212,531,62,190,33,141,307,0,0,0,917,174,"$105,393"
Precinct 1 Place 2,1/2021,702,230,84,5,89,16,10,0,0,0,"2,621","2,647",97,"3,016","29,787","16,517","30,690",609,157,619,0,0,0,516,"1,219",530,237,84,242,16,2,16,"32,097","31,165","17,979",0,0,692,"12,865",12,960,"13,825",629,683,"4,484","8,658",26,0,5,31,4,31,33,68,0,0,0,0,273,9,39,321,150,51,46,247,6,8,8,22,359,184,149,171,630,58,157,42,173,271,0,0,0,629,166,"$103,121"
Precinct 1 Place 2,1/2021,"1,010",291,96,6,102,16,17,0,0,0,"1,759","1,792",115,"2,220","27,140","16,916","28,355",576,160,581,0,0,0,495,"1,212",523,225,87,278,15,3,15,"29,752","28,451","18,378",0,0,692,"12,343",13,"1,166","13,509",538,744,"4,448","8,317",14,0,9,23,7,19,29,55,0,0,0,0,363,10,132,505,164,58,36,258,8,14,10,32,334,219,139,209,765,47,148,37,253,293,0,0,0,538,209,"$140,591"
Precinct 1 Place 2,1/2021,761,225,124,1,125,21,10,0,0,0,489,520,221,"1,020","25,775","17,132","26,725",532,161,545,0,0,0,471,"1,198",484,195,131,205,14,3,14,"27,973","26,987","18,625",0,0,854,"11,472",13,"1,724","13,196",585,906,"4,366","7,924",20,1,8,29,7,27,15,49,0,0,0,0,480,1,260,741,455,87,29,571,14,2,12,28,410,309,135,222,"1,198",39,157,45,369,306,0,0,0,585,150,"$140,072"
Precinct 1 Place 2,1/2021,521,236,105,9,114,22,13,0,0,0,221,256,148,682,"25,176","17,488","25,886",530,164,548,0,0,0,458,"1,199",483,190,131,194,14,3,14,"27,125","26,368","18,985",0,0,682,"10,053",8,"1,191","11,244",648,971,"4,125","6,148",20,0,3,23,7,13,26,46,0,0,0,0,216,0,236,452,217,141,50,408,23,3,8,34,264,285,133,145,628,37,194,46,369,228,0,0,0,648,170,"$140,723"
Precinct 1 Place 2,1/2021,653,293,95,4,99,40,13,0,0,0,507,560,126,"1,018","24,601","17,902","25,489",533,166,558,0,0,0,466,"1,189",485,181,137,195,14,3,14,"26,741","25,795","19,397",0,0,518,"9,793",7,731,"10,524",219,"1,052","3,875","5,597",5,0,16,21,45,25,98,168,0,0,0,0,51,0,8,59,78,91,24,193,9,7,19,35,152,249,117,146,334,56,179,53,218,255,0,0,0,219,210,"$124,698"
Precinct 1 Place 2,1/2021,506,283,66,1,67,41,7,0,0,0,195,243,123,636,"24,299","17,845","25,061",530,161,534,0,0,0,472,"1,183",485,187,134,197,13,3,13,"26,290","25,501","19,326",0,0,492,"9,265",6,"1,191","10,456",317,"1,159","3,757","5,540",26,0,14,40,1,55,15,71,0,0,0,0,61,2,130,193,232,133,43,408,18,19,9,46,131,269,92,232,570,146,355,55,266,433,0,0,0,317,210,"$124,358"
Precinct 1 Place 2,1/2022,768,234,79,11,90,9,11,0,0,0,437,457,287,999,"24,125","17,890","25,095",526,161,535,0,0,0,483,"1,174",496,189,132,199,13,3,13,"26,338","25,336","19,360",0,0,640,"8,826",6,845,"9,671",511,"1,268","3,598","4,805",37,0,7,44,14,48,32,94,0,0,0,0,70,14,9,93,160,136,30,326,3,38,2,43,78,456,106,114,398,91,327,40,120,245,0,0,0,509,157,"$142,365"
Precinct 1 Place 2,1/2022,728,303,101,3,104,57,13,0,0,0,280,350,200,892,"23,633","18,178","24,626",519,161,527,0,0,0,478,"1,165",497,186,130,197,13,3,13,"25,860","24,829","19,637",0,0,664,"8,563",6,"1,012","9,575",396,"1,458","3,564","4,553",17,1,5,23,121,57,12,190,0,0,0,0,32,53,27,112,220,178,37,435,41,8,16,65,53,526,85,83,514,87,384,17,114,187,0,0,0,395,216,"$163,817"
Precinct 1 Place 2,1/2022,776,323,136,13,149,59,15,0,0,0,419,493,322,"1,163","23,341","18,284","24,405",516,160,523,0,0,0,464,"1,151",483,187,128,195,12,4,13,"25,619","24,520","19,727",0,0,782,"8,020",6,"1,314","9,334","1,025","1,559","3,614","4,161",28,1,6,35,16,209,14,239,0,0,0,0,59,35,51,145,200,289,46,535,32,2,19,53,147,477,158,50,385,253,789,4,140,307,0,0,0,"1,025",197,"$218,463"
Precinct 1 Place 2,1/2022,933,264,105,7,112,31,14,1,0,0,370,416,198,936,"22,274","18,972","23,436",491,169,499,0,0,0,470,"1,153",484,182,132,195,11,3,11,"24,625","23,428","20,429",0,0,842,"7,958",6,951,"8,909",851,"1,329","3,559","4,021",19,0,5,24,1,121,36,158,0,1,0,1,46,5,76,127,153,156,18,327,7,18,19,44,206,555,81,57,283,197,498,16,170,270,0,0,0,851,200,"$216,240"
Precinct 1 Place 2,1/2022,862,314,109,0,109,18,8,0,0,0,200,226,169,719,"21,786","19,552","22,927",395,176,408,0,0,0,464,"1,149",478,181,135,189,10,3,10,"24,012","22,836","21,015",0,0,734,"7,668",10,"1,063","8,731",681,"1,320","3,497","3,914",28,11,19,58,1,87,28,116,0,2,0,2,44,16,0,60,175,187,33,395,4,82,7,93,136,489,109,59,311,232,617,48,135,339,0,0,0,681,215,"$214,806"
Precinct 1 Place 2,1/2022,781,294,104,2,106,58,17,0,0,0,308,383,162,914,"21,560","19,917","22,604",392,184,399,0,0,0,466,"1,140",484,181,137,187,10,3,10,"23,684","22,609","21,381",0,0,"1,015","8,120",11,947,"9,067",580,"1,276","3,453","4,338",19,11,5,35,36,66,16,118,0,1,0,1,35,5,0,40,164,180,39,383,12,39,6,57,352,573,90,78,344,219,521,16,82,313,0,0,0,581,233,"$191,507"
Precinct 1 Place 2,1/2022,571,261,97,2,99,28,17,0,0,0,173,218,163,697,"21,161","20,189","21,965",386,187,391,0,0,0,464,"1,146",477,168,142,178,10,3,10,"23,021","22,189","21,667",0,0,934,"8,405",13,875,"9,281",511,"1,362","3,443","4,476",22,8,6,36,1,33,21,55,0,0,0,0,87,1,43,131,112,170,25,307,8,40,14,62,260,605,69,121,351,149,401,14,123,284,0,0,0,511,221,"$196,050"
Precinct 1 Place 2,1/2022,615,294,109,"1,333","1,442",36,9,0,0,0,265,310,202,"2,173","20,625","20,436","21,491",382,191,393,0,0,0,454,"1,145",481,169,139,174,10,3,10,"22,549","21,640","21,914",0,0,"1,174","8,288",14,"1,534","9,823",140,"1,587","3,434","4,802",48,4,9,61,7,77,30,114,0,0,0,0,80,114,27,221,226,249,20,495,21,129,18,168,421,629,124,221,603,224,797,30,134,475,0,0,0,140,213,"$217,870"
Precinct 1 Place 2,1/2022,714,297,82,796,878,46,9,0,0,0,322,377,222,"1,707","19,223","20,293","20,183",380,188,393,0,0,0,444,"1,137",475,143,140,150,10,3,10,"21,211","20,200","21,761",0,0,921,"7,958",18,"1,384","9,347","1,220","1,276","3,414","4,657",43,1,8,52,81,66,26,173,0,1,0,1,147,0,35,182,198,196,16,410,43,99,13,155,327,485,109,252,764,144,507,15,113,411,0,0,0,"1,219",206,"$182,310"
Precinct 1 Place 2,1/2022,783,225,85,79,164,47,5,0,0,0,354,406,123,868,"17,318","21,193","18,289",368,195,379,0,0,0,421,"1,157",438,121,141,130,9,3,9,"19,245","18,237","22,689",0,0,"1,083","8,032",11,"1,275","9,308",491,"1,304","3,388","4,616",20,4,2,26,1,94,25,120,0,0,0,0,73,0,32,105,110,221,23,354,85,83,26,194,457,535,91,252,541,192,594,32,140,476,0,0,0,497,164,"$177,818"
Precinct 1 Place 2,1/2022,746,206,75,13,88,43,12,0,0,0,195,250,158,679,"16,970","21,459","17,808",362,197,375,0,0,0,422,"1,153",511,123,143,135,9,3,9,"18,838","17,886","22,955",0,0,893,"8,135",11,"1,046","9,182",127,"1,171","3,376","4,635",24,5,3,32,23,89,20,132,0,0,0,0,38,0,11,49,148,188,23,359,34,74,14,122,320,461,112,130,397,210,566,12,83,352,0,0,0,127,180,"$172,401"
Precinct 1 Place 2,1/2022,756,171,77,15,92,46,11,0,0,0,232,289,131,638,"17,031","21,386","17,930",365,195,370,0,0,0,498,"1,152",514,127,140,133,9,3,10,"18,957","18,030","22,876",0,0,"1,032","8,599",8,"1,310","9,910",97,"1,135","3,377","5,398",27,2,4,33,10,87,17,114,0,0,0,0,50,25,30,105,81,173,10,264,95,60,25,180,417,527,88,418,681,175,522,21,107,614,0,0,0,97,123,"$215,388"
Precinct 1 Place 2,1/2023,849,918,103,"2,261","2,364",8,17,0,0,0,240,265,178,"2,998","17,221","21,324","18,523",361,194,376,0,0,0,502,"1,146",945,125,138,132,10,3,10,"19,986","18,219","22,805",0,0,"1,159","9,311",6,576,"9,887",12,"1,162","3,410","5,315",1,1,1,3,0,39,24,63,0,0,0,0,20,5,25,50,32,137,10,179,22,92,13,127,495,548,116,1,76,148,422,5,78,154,0,0,0,15,187,"$193,038"
Precinct 1 Place 2,1/2023,682,907,89,"4,048","4,137",12,5,0,0,0,360,377,228,"5,008","16,229","20,856","17,527",253,183,270,0,0,0,416,723,682,71,134,78,7,3,8,"18,565","16,976","21,899",0,0,767,"9,471",6,823,"10,294",0,958,"3,442","5,894",18,0,3,21,0,74,19,93,0,0,0,0,1,4,1,6,93,216,15,324,12,142,6,160,453,216,98,0,124,219,655,0,44,219,0,0,0,0,279,"$142,433"
Precinct 1 Place 2,1/2023,843,416,133,"4,075","4,208",125,5,0,0,0,627,757,267,"5,529","12,864","20,219","14,078",224,180,236,0,0,0,374,463,394,71,128,84,6,2,6,"14,798","13,539","20,992",0,0,571,"9,553",6,469,"10,023",0,449,"3,478","6,096",15,0,7,22,0,31,23,54,0,0,0,0,0,7,11,18,117,63,26,206,38,59,9,106,333,150,88,0,170,60,220,3,79,63,0,0,0,0,296,"$143,805"
Precinct 1 Place 2,1/2023,611,"1,691",85,"1,714","1,799",39,4,0,0,0,287,330,222,"2,519","8,655","19,820","10,865",147,177,195,0,0,0,369,457,397,71,126,87,6,2,6,"11,550","9,248","20,582",0,0,566,"9,998",4,271,"10,269",0,418,"3,483","6,368",3,0,3,6,0,23,13,36,0,0,0,0,6,7,41,54,22,51,9,82,6,27,12,45,308,189,69,0,37,48,156,0,78,48,0,0,0,0,167,"$101,942"
Precinct 1 Place 2,1/2023,623,"1,372",82,"1,304","1,386",23,7,0,0,0,398,428,239,"2,261","8,445","18,201","10,381",143,137,157,0,0,0,371,438,409,63,112,69,6,2,7,"11,023","9,028","18,890",0,0,562,"10,450",10,324,"10,777",0,430,"3,507","6,840",11,0,5,16,1,19,30,50,0,0,0,0,6,18,43,67,12,57,8,77,3,26,9,38,301,167,94,12,45,64,184,0,95,76,0,0,0,0,209,"$112,866"
Precinct 1 Place 2,1/2023,474,"1,356",88,"1,435","1,523",34,6,0,0,0,350,390,199,"2,291","8,171","16,873","9,914",142,129,157,0,0,0,383,408,428,61,107,88,6,1,6,"10,593","8,763","17,518",0,0,489,"10,414",10,603,"11,020",0,408,"3,508","7,104",36,0,2,38,5,19,27,51,0,0,0,0,9,12,142,163,57,35,49,141,25,73,28,126,238,162,89,31,163,52,191,1,249,84,0,0,0,0,185,"$97,190"
Precinct 1 Place 2,1/2023,503,169,63,13,76,27,2,0,0,0,208,237,156,606,"7,731","15,589","8,377",133,116,134,0,0,0,374,369,390,60,87,69,5,1,5,"8,975","8,303","16,162",1,0,486,"10,690",9,309,"11,000",0,341,"3,357","7,302",8,1,1,10,16,10,31,57,0,0,0,0,3,8,12,23,22,27,8,57,6,36,15,57,271,123,92,31,86,36,118,38,105,105,0,0,0,0,138,"$83,264"
Precinct 1 Place 2,1/2023,342,174,52,34,86,37,9,0,0,0,505,551,229,999,"7,789","15,429","8,284",133,116,139,0,0,0,377,362,387,65,85,70,4,1,4,"8,884","8,368","15,993",0,0,533,"10,870",9,389,"11,259",0,394,"3,353","7,512",18,0,0,18,12,25,36,73,0,1,1,2,3,7,47,57,11,21,15,47,9,51,39,99,259,171,103,33,86,43,148,17,155,93,0,0,0,0,133,"$87,397"
Precinct 1 Place 2,1/2023,292,158,57,17,74,54,7,0,0,0,208,269,149,616,"7,321","15,263","7,743",128,114,142,0,0,0,372,358,384,64,83,66,4,1,4,"8,339","7,889","15,819",0,0,410,"10,998",7,338,"11,337",0,395,"3,290","7,652",5,0,1,6,9,25,28,62,0,0,0,0,17,3,48,68,15,55,2,72,7,36,22,65,176,150,84,0,53,52,171,13,114,65,0,0,0,0,127,"$69,214"
Precinct 1 Place 2,1/2023,326,184,51,10,61,44,4,2,0,0,298,348,94,626,"7,149","15,112","7,635",138,113,149,0,0,0,376,354,383,57,81,61,4,1,6,"8,234","7,724","15,661",0,0,530,"11,044",7,536,"11,580",0,378,"3,252","7,950",68,0,7,75,10,26,36,72,0,0,0,0,30,24,16,70,107,52,26,185,29,11,21,61,305,154,71,2,246,58,171,13,119,73,0,0,0,0,123,"$74,407"
Precinct 1 Place 2,1/2023,319,166,40,5,45,38,1,0,0,0,195,234,119,532,"7,031","14,936","7,495",141,111,149,0,0,0,370,349,381,56,80,58,6,1,6,"8,089","7,604","15,477",0,0,436,"10,892",7,637,"11,529",0,320,"3,212","7,997",27,0,2,29,26,30,16,72,0,0,0,0,26,11,28,65,177,25,37,239,104,28,19,151,244,113,79,45,405,27,121,9,111,81,0,0,0,0,133,"$66,910"
Precinct 1 Place 2,1/2023,357,97,26,8,34,35,9,0,0,0,137,181,83,381,"6,984","14,772","7,430",146,109,147,0,0,0,372,345,375,56,80,60,4,1,4,"8,016","7,562","15,307",0,0,404,"10,744",6,570,"11,314",0,287,"3,153","7,874",46,0,2,48,33,15,22,70,0,0,0,0,9,5,6,20,129,26,45,200,102,13,45,160,268,89,47,42,361,23,82,7,127,72,0,0,0,0,85,"$55,357"
Precinct 1 Place 2,1/2024,426,135,49,4,53,27,19,0,0,0,272,318,104,573,"7,065","14,678","7,610",142,109,149,0,0,0,368,345,375,55,77,57,4,1,4,"8,195","7,634","15,210",0,0,629,"10,915",5,465,"11,380",0,356,"3,118","7,906",43,0,2,45,1,24,10,35,0,1,4,5,9,7,41,57,82,45,19,146,41,35,31,107,392,151,86,19,195,32,144,19,126,70,0,0,0,0,97,"$74,839"
Precinct 1 Place 2,1/2024,540,174,40,8,48,22,13,1,0,0,182,218,82,471,"7,084","14,547","7,779",115,108,127,0,0,0,366,343,372,53,76,54,4,1,4,"8,336","7,622","15,075",0,0,577,"10,775",3,763,"11,538",0,328,"3,076","8,134",35,0,2,37,4,26,24,54,0,0,1,1,20,7,18,45,228,40,15,283,110,30,15,155,381,116,80,151,548,32,135,5,80,188,0,0,0,0,126,"$74,449"
Precinct 1 Place 2,1/2024,610,193,67,35,102,9,6,0,0,0,148,163,129,511,"7,345","14,380","8,137",101,105,105,0,0,0,364,339,370,51,76,52,4,1,4,"8,668","7,865","14,901",0,0,393,"10,275",4,937,"11,213",0,290,"3,071","7,852",26,0,1,27,25,22,28,75,0,0,1,1,59,4,23,86,384,27,17,428,160,32,40,232,232,97,64,53,707,30,115,5,115,88,0,0,0,0,125,"$71,595"
Precinct 1 Place 2,1/2024,615,171,78,5,83,12,4,0,0,0,154,170,131,517,"7,650","14,186","8,412",97,105,102,0,0,0,362,335,376,49,76,54,4,1,4,"8,948","8,162","14,703",0,0,384,"9,843",4,831,"10,674",0,252,"3,032","7,390",47,0,0,47,25,19,26,70,0,0,1,1,43,3,69,115,324,27,11,362,125,35,19,179,241,78,65,26,590,23,107,8,134,57,0,0,0,0,128,"$70,174"
Precinct 1 Place 2,1/2024,535,312,85,2,87,8,4,0,0,0,477,489,132,807,"7,905","14,026","8,721",100,103,103,0,0,0,368,328,393,52,74,55,4,1,4,"9,276","8,429","14,532",0,0,295,"9,421",4,541,"9,963",0,233,"2,793","6,937",62,0,3,65,13,11,17,41,0,0,2,2,44,5,18,67,161,12,6,179,108,11,18,137,131,87,77,26,414,24,63,0,64,50,0,0,0,0,104,"$60,172"
Precinct 1 Place 2,1/2024,658,393,66,256,322,9,1,0,0,0,346,356,110,892,"7,950","13,738","8,961",99,101,104,0,0,0,365,309,367,48,73,81,4,1,4,"9,517","8,466","14,222",0,0,372,"8,507",4,613,"9,120",0,276,"2,129","6,715",32,0,0,32,15,23,19,57,0,0,2,2,51,8,24,83,122,16,28,166,141,39,21,201,177,107,88,42,403,24,110,6,100,72,0,0,0,0,106,"$61,557"
Precinct 1 Place 2,1/2024,823,107,83,3,86,11,10,0,0,0,119,140,91,392,"8,087","13,378","9,004",98,97,99,0,0,0,360,309,369,76,44,79,4,1,4,"9,555","8,625","13,829",0,0,298,"8,442",5,354,"8,798",0,238,"2,098","6,462",36,1,0,37,1,12,21,34,0,0,1,1,8,7,15,30,74,11,8,93,39,22,22,83,136,73,89,37,195,23,76,16,83,76,0,0,0,0,76,"$58,598"
Precinct 1 Place 2,1/2024,774,"2,512",90,22,112,44,12,0,0,0,213,269,155,641,"8,624","13,274","11,824",95,96,111,0,0,0,363,307,419,78,44,91,4,1,5,"12,450","9,164","13,722",0,0,328,"8,020",7,734,"8,756",0,259,"2,057","6,440",65,2,7,74,2,17,20,39,0,0,2,2,21,8,29,58,270,24,15,309,125,27,10,162,152,95,81,70,553,20,98,0,83,90,0,0,0,0,113,"$66,436"
Precinct 1 Place 2,1/2024,469,87,92,18,110,20,7,1,0,0,136,164,121,461,"11,197","10,838","11,743",107,80,107,0,0,0,415,259,421,86,33,89,4,0,5,"12,365","11,809","11,210",0,0,333,"7,561",8,564,"8,126",0,164,"2,024","5,938",44,0,1,45,10,11,18,39,0,1,1,2,30,0,25,55,214,25,15,254,48,13,12,73,186,76,71,76,422,16,66,4,76,96,0,0,0,0,65,"$56,160"
Precinct 2 Place 1,1/2020,398,108,44,14,58,15,36,0,0,0,16,67,84,259,"1,602","3,247","1,954",7,5,7,0,0,0,555,"2,033",686,157,177,180,12,2,12,"2,839","2,333","5,464",0,0,558,"1,351",4,508,"1,860",4,422,259,"1,179",14,0,1,15,14,57,11,82,0,0,0,0,15,0,7,22,123,70,10,203,3,13,8,24,237,289,32,41,210,114,254,7,44,162,0,0,0,4,60,"$95,857"
